Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Central America and the Caribbean,India,Fruits,Online,H,01/09/2015,837813713,01/30/2015,9291,557.23,392.69,5177223.93,3648482.79,1528741.14
Europe,Kenya,Cosmetics,Online,H,07/31/2015,987371660,08/14/2015,9963,522.07,318.37,5201383.41,3171920.31,2029463.1
Europe,France,Snacks,Offline,M,07/14/2017,303767462,07/16/2017,7577,619.2,371.98,4691678.4,2818492.46,1873185.94
Asia,India,Fruits,Offline,M,07/19/2019,553413156,07/24/2019,3718,534.23,403.92,1986267.14,1501774.56,484492.58
Europe,USA,Cereal,Online,H,10/29/2013,103085966,11/10/2013,7290,280.29,216.89,2043314.1,1581128.1,462186
Australia and Oceania,Australia,Cereal,Online,M,05/08/2013,540666691,05/13/2013,3242,15.77,13.76,51126.34,44609.92,6516.42
Central America and the Caribbean,Brazil,Snacks,Offline,M,12/04/2011,670415259,12/25/2011,9962,518.58,407.94,5166093.96,4063898.28,1102195.68
Australia and Oceania,Brazil,Personal Care,Offline,L,02/05/2015,412548919,02/10/2015,7570,594.21,399.43,4498169.7,3023685.1,1474484.6
Asia,Germany,Beverages,Online,H,02/26/2012,348522531,03/02/2012,7549,353.34,251.33,2667363.66,1897290.17,770073.49
North America,Brazil,Clothes,Offline,C,02/06/2014,823756493,03/01/2014,4117,428.77,291.37,1765246.09,1199570.29,565675.8
Middle East and North Africa,Japan,Household,Online,M,06/25/2022,589231167,07/22/2022,10147,7.83,5.07,79451.01,51445.29,28005.72
Central America and the Caribbean,USA,Clothes,Online,H,11/09/2012,798968634,11/15/2012,4732,489.01,365.29,2313995.32,1728552.28,585443.04
North America,UAE,Office Supplies,Offline,M,12/02/2020,439703020,12/04/2020,7183,438.26,309.45,3148021.58,2222779.35,925242.23
Sub-Saharan Africa,France,Beverages,Offline,L,11/26/2018,176774586,12/24/2018,7413,157.38,139.86,1166657.94,1036782.18,129875.76
Asia,Kenya,Baby Food,Online,C,07/21/2023,407243195,08/12/2023,3432,87.42,76.63,300025.44,262994.16,37031.28
Australia and Oceania,Kenya,Vegetables,Offline,M,01/14/2012,776028192,01/22/2012,416,638.47,414.76,265603.52,172540.16,93063.36
North America,UAE,Meat,Offline,M,05/31/2020,449985007,06/23/2020,7975,536.74,447.5,4280501.5,3568812.5,711689
Europe,Germany,Cereal,Online,H,09/28/2022,348401125,10/04/2022,643,278.73,172.76,179223.39,111084.68,68138.71
Central America and the Caribbean,Mexico,Cereal,Offline,H,03/05/2011,968437391,03/08/2011,6877,562.66,475.49,3869412.82,3269944.73,599468.09
Sub-Saharan Africa,UAE,Cosmetics,Offline,M,10/10/2016,285590048,10/15/2016,4888,11.17,6.85,54598.96,33482.8,21116.16
Europe,France,Meat,Offline,H,06/02/2023,839335607,06/08/2023,3011,612.97,486.92,1845652.67,1466116.12,379536.55
Australia and Oceania,Japan,Fruits,Offline,H,01/19/2022,100055071,02/07/2022,1261,91.7,66.03,115633.7,83263.83,32369.87
Sub-Saharan Africa,Australia,Baby Food,Online,M,04/16/2015,707116247,05/14/2015,9143,206.3,139.64,1886200.9,1276728.52,609472.38
Asia,India,Beverages,Offline,H,08/01/2022,779987711,08/02/2022,10314,626.5,402.72,6461721,4153654.08,2308066.92
Australia and Oceania,USA,Baby Food,Online,M,04/08/2012,974490847,04/25/2012,971,202.66,132.84,196782.86,128987.64,67795.22
North America,Brazil,Snacks,Offline,C,04/12/2015,254649477,04/26/2015,9559,315.54,243.1,3016246.86,2323792.9,692453.96
Europe,UAE,Beverages,Online,L,07/18/2023,696478804,07/27/2023,6732,655.3,551.37,4411479.6,3711822.84,699656.76
Europe,Germany,Cosmetics,Online,M,07/11/2018,943461029,07/27/2018,4354,384.86,321.27,1675680.44,1398809.58,276870.86
Europe,USA,Personal Care,Offline,L,08/17/2020,593280797,09/14/2020,6326,628.52,461.45,3976017.52,2919132.7,1056884.82
North America,Australia,Clothes,Offline,H,02/24/2015,324825337,02/26/2015,3052,119.8,106.59,365629.6,325312.68,40316.92
North America,Brazil,Beverages,Online,H,06/04/2023,207680209,06/07/2023,3074,625.53,498.5,1922879.22,1532389,390490.22
Europe,Germany,Office Supplies,Offline,H,01/30/2015,482360563,02/27/2015,1847,274.56,226.12,507112.32,417643.64,89468.68
North America,Japan,Office Supplies,Online,H,08/10/2021,567959579,08/20/2021,5131,97.27,87.28,499092.37,447833.68,51258.69
North America,Mexico,Meat,Online,L,07/29/2023,612014411,08/01/2023,3419,253.78,209.73,867673.82,717066.87,150606.95
Australia and Oceania,Australia,Household,Online,L,07/21/2019,205915028,08/18/2019,11600,79.97,71.85,927652,833460,94192
Europe,Germany,Cereal,Offline,C,03/03/2023,605182861,03/11/2023,11240,183.76,117.01,2065462.4,1315192.4,750270
Europe,Brazil,Clothes,Online,L,06/20/2023,905271851,07/13/2023,5814,282.93,205.64,1644955.02,1195590.96,449364.06
North America,Japan,Office Supplies,Offline,M,11/21/2011,588359517,11/29/2011,9953,337.14,258.71,3355554.42,2574940.63,780613.79
Middle East and North Africa,Germany,Meat,Offline,C,02/12/2022,329422029,03/14/2022,1900,216.34,150.01,411046,285019,126027
Europe,France,Clothes,Online,H,05/01/2012,125559732,05/29/2012,9538,469.29,346.55,4476088.02,3305393.9,1170694.12
Middle East and North Africa,Kenya,Cosmetics,Offline,M,12/17/2020,660909809,01/06/2021,2637,570.88,358.75,1505410.56,946023.75,559386.81
Australia and Oceania,USA,Cereal,Online,L,07/19/2011,642545167,08/04/2011,833,472.39,297.98,393500.87,248217.34,145283.53
Middle East and North Africa,Mexico,Office Supplies,Online,C,09/24/2013,627879231,10/19/2013,4116,275.51,169.47,1133999.16,697538.52,436460.64
Europe,Japan,Fruits,Online,L,07/22/2016,745543934,08/21/2016,4306,298.18,258.83,1283963.08,1114521.98,169441.1
North America,Kenya,Personal Care,Online,M,10/24/2020,332730814,11/13/2020,11144,479.95,419.57,5348562.8,4675688.08,672874.72
Europe,Japan,Fruits,Online,C,12/29/2012,334126025,01/04/2013,10338,484.18,366.71,5005452.84,3791047.98,1214404.86
Central America and the Caribbean,Australia,Cereal,Offline,H,02/02/2020,913878289,02/08/2020,7083,341.5,259.65,2418844.5,1839100.95,579743.55
Australia and Oceania,Australia,Beverages,Offline,C,08/01/2011,131989320,08/06/2011,1643,691.56,530.31,1136233.08,871299.33,264933.75
Sub-Saharan Africa,Japan,Household,Online,M,12/28/2021,618855880,01/11/2022,618,389.17,305.28,240507.06,188663.04,51844.02
Central America and the Caribbean,Germany,Baby Food,Online,H,05/24/2012,238914654,05/29/2012,8952,232.48,145.51,2081160.96,1302605.52,778555.44
Asia,Brazil,Cereal,Offline,C,08/12/2014,676933087,08/20/2014,3054,484.88,363.4,1480823.52,1109823.6,370999.92
Central America and the Caribbean,USA,Baby Food,Offline,L,01/17/2015,724424201,01/25/2015,6066,200.24,154.57,1214655.84,937621.62,277034.22
North America,UAE,Personal Care,Online,C,03/18/2022,621532360,03/27/2022,9902,356.7,303.55,3532043.4,3005752.1,526291.3
Central America and the Caribbean,USA,Beverages,Offline,L,03/21/2023,673184604,04/09/2023,11461,289.45,246.71,3317386.45,2827543.31,489843.14
Middle East and North Africa,Mexico,Clothes,Online,M,09/17/2022,402662797,10/06/2022,9347,609.51,371.89,5697089.97,3476055.83,2221034.14
North America,France,Fruits,Online,H,02/01/2011,708385050,02/19/2011,1165,426.72,371.53,497128.8,432832.45,64296.35
Central America and the Caribbean,Germany,Baby Food,Offline,L,06/15/2017,170637859,06/25/2017,5532,246.54,156.57,1363859.28,866145.24,497714.04
Central America and the Caribbean,Australia,Cosmetics,Online,C,07/18/2021,468484545,08/09/2021,9875,430.12,360.71,4247435,3562011.25,685423.75
Europe,UAE,Clothes,Offline,C,06/04/2011,468792894,06/16/2011,9208,577.16,453.2,5314489.28,4173065.6,1141423.68
Sub-Saharan Africa,Kenya,Office Supplies,Online,H,05/11/2017,320455941,06/05/2017,10668,44.9,29.14,478993.2,310865.52,168127.68
Europe,France,Meat,Offline,H,12/26/2014,694093135,12/28/2014,10126,189.68,128.16,1920699.68,1297748.16,622951.52
Europe,India,Office Supplies,Online,C,12/08/2021,325553611,12/13/2021,1391,612.36,381.14,851792.76,530165.74,321627.02
Australia and Oceania,UAE,Snacks,Offline,H,06/02/2012,336952304,06/04/2012,3348,213.03,179.43,713224.44,600731.64,112492.8
Asia,UAE,Personal Care,Online,L,06/28/2022,645501466,07/23/2022,7090,176.48,154.21,1251243.2,1093348.9,157894.3
Middle East and North Africa,India,Household,Online,C,04/28/2020,315505659,05/21/2020,7255,232.73,209.09,1688456.15,1516947.95,171508.2
Central America and the Caribbean,USA,Baby Food,Online,C,08/28/2020,669919297,09/02/2020,1036,554.83,408.37,574803.88,423071.32,151732.56
Australia and Oceania,India,Cosmetics,Online,C,12/09/2019,660771237,01/05/2020,6758,271.23,192.18,1832972.34,1298752.44,534219.9
Australia and Oceania,Germany,Baby Food,Offline,C,08/18/2011,674699545,08/24/2011,3174,124.94,95.67,396559.56,303656.58,92902.98
Europe,Mexico,Cereal,Offline,C,08/09/2015,278839444,08/13/2015,6872,495.88,404.43,3407687.36,2779242.96,628444.4
Europe,Mexico,Office Supplies,Offline,L,11/03/2014,493480601,11/20/2014,1683,214.39,179.42,360818.37,301963.86,58854.51
Europe,Japan,Baby Food,Online,C,05/07/2019,801641320,06/01/2019,2504,198.13,132.44,496117.52,331629.76,164487.76
Asia,Kenya,Meat,Online,L,04/11/2015,474654214,04/21/2015,1768,89.1,75.02,157528.8,132635.36,24893.44
North America,India,Clothes,Online,L,08/15/2020,831349252,09/14/2020,8021,231.19,185.58,1854374.99,1488537.18,365837.81
North America,Germany,Household,Online,M,07/17/2016,562236099,08/15/2016,1603,463.95,336.71,743711.85,539746.13,203965.72
North America,UAE,Cosmetics,Online,H,04/22/2021,440926604,05/17/2021,4741,428.53,294.69,2031660.73,1397125.29,634535.44
Sub-Saharan Africa,France,Cosmetics,Online,C,09/19/2021,106674088,10/16/2021,2310,20.46,13.97,47262.6,32270.7,14991.9
Asia,India,Fruits,Online,L,01/29/2020,783725085,01/30/2020,6013,182.08,145.07,1094847.04,872305.91,222541.13
Australia and Oceania,USA,Clothes,Offline,L,04/20/2012,683472407,04/28/2012,6343,367.67,256.59,2332130.81,1627550.37,704580.44
North America,India,Personal Care,Online,M,06/13/2019,386038632,06/21/2019,11203,252.45,210.85,2828197.35,2362152.55,466044.8
Asia,UAE,Snacks,Offline,L,08/07/2017,597959808,08/30/2017,640,115.04,70.42,73625.6,45068.8,28556.8
Europe,Australia,Meat,Online,M,12/12/2020,265633546,12/20/2020,10533,255.05,227.57,2686441.65,2396994.81,289446.84
Central America and the Caribbean,Mexico,Household,Offline,M,09/12/2010,398712671,09/30/2010,8360,300.38,183.21,2511176.8,1531635.6,979541.2
Central America and the Caribbean,Brazil,Fruits,Online,M,06/14/2014,534707033,07/04/2014,1167,7.98,5.28,9312.66,6161.76,3150.9
Sub-Saharan Africa,Australia,Snacks,Online,C,07/17/2022,621900967,07/31/2022,4925,388.2,327.44,1911885,1612642,299243
Asia,Japan,Household,Offline,M,12/30/2018,898281407,01/20/2019,9520,293.37,214.23,2792882.4,2039469.6,753412.8
Europe,Mexico,Cereal,Online,H,02/02/2017,783099264,03/01/2017,6404,137.46,118.02,880293.84,755800.08,124493.76
Asia,Mexico,Fruits,Online,H,04/24/2011,794014615,05/08/2011,9552,288.24,202.45,2753268.48,1933802.4,819466.08
Europe,Australia,Meat,Offline,L,10/31/2018,297346543,11/09/2018,10240,310.48,222.09,3179315.2,2274201.6,905113.6
Central America and the Caribbean,Japan,Baby Food,Online,M,07/28/2014,549775225,08/03/2014,490,400.97,268.25,196475.3,131442.5,65032.8
Sub-Saharan Africa,India,Meat,Offline,H,11/10/2017,847997235,12/04/2017,6127,52.08,38.77,319094.16,237543.79,81550.37
Asia,Japan,Office Supplies,Online,L,01/24/2014,681734065,02/14/2014,8293,133.46,83.98,1106783.78,696446.14,410337.64
Middle East and North Africa,Brazil,Cereal,Online,L,05/20/2014,272647611,06/13/2014,10380,94.45,78.27,980391,812442.6,167948.4
Europe,USA,Beverages,Offline,C,06/08/2023,191465603,06/30/2023,7692,632.24,451.33,4863190.08,3471630.36,1391559.72
Sub-Saharan Africa,Japan,Office Supplies,Offline,L,09/18/2013,193654970,10/15/2013,7315,194.79,151.58,1424888.85,1108807.7,316081.15
Asia,Australia,Household,Offline,C,08/30/2015,705262910,09/16/2015,4304,66.12,45.93,284580.48,197682.72,86897.76
Middle East and North Africa,Kenya,Cosmetics,Offline,L,06/08/2014,137370426,07/03/2014,3559,657.45,467,2339864.55,1662053,677811.55
Middle East and North Africa,Brazil,Vegetables,Online,M,12/01/2013,583102112,12/30/2013,7008,360.97,247.78,2529677.76,1736442.24,793235.52
Central America and the Caribbean,Kenya,Clothes,Online,H,02/07/2020,452922125,02/22/2020,4835,614.2,534.77,2969657,2585612.95,384044.05
Asia,Brazil,Beverages,Online,C,04/21/2014,823845168,04/22/2014,6548,581.39,478.71,3806941.72,3134593.08,672348.64
Europe,USA,Clothes,Online,M,06/28/2013,199251280,07/24/2013,342,286.19,199.33,97876.98,68170.86,29706.12
Central America and the Caribbean,France,Vegetables,Online,L,10/03/2022,315095971,10/04/2022,7205,80.14,51.09,577408.7,368103.45,209305.25
Europe,Kenya,Vegetables,Online,L,09/03/2012,953856058,09/29/2012,10625,78.23,59.51,831193.75,632293.75,198900
Sub-Saharan Africa,Germany,Cosmetics,Offline,L,10/25/2019,752170792,10/30/2019,9524,556.83,342.82,5303248.92,3265017.68,2038231.24
Middle East and North Africa,Kenya,Clothes,Online,C,02/15/2023,381844357,03/09/2023,6301,65.07,44.26,410006.07,278882.26,131123.81
Sub-Saharan Africa,Kenya,Fruits,Online,M,05/23/2018,787057728,06/21/2018,8877,246.58,208.37,2188890.66,1849700.49,339190.17
Sub-Saharan Africa,USA,Household,Offline,H,07/24/2017,472207124,08/03/2017,4985,239.12,203.74,1192013.2,1015643.9,176369.3
North America,USA,Baby Food,Offline,M,09/20/2017,787819319,09/26/2017,3079,639.09,491.15,1967758.11,1512250.85,455507.26
Sub-Saharan Africa,Kenya,Beverages,Online,H,08/26/2011,571425468,09/25/2011,8203,269.17,226.94,2208001.51,1861588.82,346412.69
Middle East and North Africa,Australia,Snacks,Online,C,04/12/2020,756308915,04/23/2020,4169,213.35,185.83,889456.15,774725.27,114730.88
Middle East and North Africa,Mexico,Cosmetics,Offline,L,01/15/2015,880763561,01/25/2015,4387,448.58,340.2,1967920.46,1492457.4,475463.06
Central America and the Caribbean,USA,Cereal,Online,L,08/25/2013,462186169,09/04/2013,6090,324.06,234.76,1973525.4,1429688.4,543837
Central America and the Caribbean,USA,Cosmetics,Online,H,05/04/2021,751452753,05/15/2021,6235,414.64,368.83,2585280.4,2299655.05,285625.35
Middle East and North Africa,India,Baby Food,Offline,L,08/13/2011,219452877,09/02/2011,9128,327.17,271.27,2986407.76,2476152.56,510255.2
Australia and Oceania,UAE,Beverages,Online,L,06/01/2021,529556358,06/10/2021,714,650.54,396.89,464485.56,283379.46,181106.1
Asia,France,Meat,Offline,C,08/18/2021,203466783,09/10/2021,4422,150.16,101.47,664007.52,448700.34,215307.18
North America,Germany,Vegetables,Offline,H,06/26/2021,702218935,06/27/2021,6886,103.33,73.02,711530.38,502815.72,208714.66
Europe,Kenya,Baby Food,Offline,H,01/17/2023,969607928,01/24/2023,8050,28.24,21.16,227332,170338,56994
Sub-Saharan Africa,India,Cosmetics,Offline,C,01/27/2022,521916044,01/29/2022,1499,688.1,607.46,1031461.9,910582.54,120879.36
Australia and Oceania,Kenya,Fruits,Online,H,10/09/2016,909011988,10/26/2016,9356,386.36,237.38,3614784.16,2220927.28,1393856.88
Central America and the Caribbean,Kenya,Personal Care,Online,M,07/13/2015,259321635,08/10/2015,7274,557.08,429.38,4052199.92,3123310.12,928889.8
North America,Germany,Baby Food,Online,H,08/11/2011,535138832,08/30/2011,9461,194.39,156.84,1839123.79,1483863.24,355260.55
Central America and the Caribbean,Japan,Snacks,Offline,C,11/24/2016,556457854,11/27/2016,10921,37.89,33.85,413796.69,369675.85,44120.84
Europe,Brazil,Cereal,Offline,C,03/24/2018,156608371,04/22/2018,8354,670.42,427.12,5600688.68,3568160.48,2032528.2
Australia and Oceania,UAE,Office Supplies,Offline,M,09/04/2018,622066822,10/01/2018,3677,131.71,88.97,484297.67,327142.69,157154.98
Middle East and North Africa,Kenya,Office Supplies,Offline,L,06/24/2023,281600115,07/16/2023,11132,572.63,430.37,6374517.16,4790878.84,1583638.32
North America,Kenya,Office Supplies,Offline,M,07/10/2013,755157879,07/21/2013,3917,562.23,485.72,2202254.91,1902565.24,299689.67
Central America and the Caribbean,Brazil,Office Supplies,Offline,M,10/16/2018,846813494,11/15/2018,1307,570.64,442.18,745826.48,577929.26,167897.22
Central America and the Caribbean,Australia,Cosmetics,Online,L,03/10/2011,101459958,03/16/2011,1375,335.52,298.69,461340,410698.75,50641.25
Central America and the Caribbean,Japan,Clothes,Online,H,10/07/2015,189560228,10/23/2015,786,164.32,127.32,129155.52,100073.52,29082
Australia and Oceania,France,Cosmetics,Online,H,11/16/2017,974483292,11/30/2017,7527,515.48,378.84,3880017.96,2851528.68,1028489.28
Asia,UAE,Clothes,Offline,L,01/05/2010,365733234,01/11/2010,6351,345.29,225.81,2192936.79,1434119.31,758817.48
Europe,Mexico,Personal Care,Online,H,02/27/2012,309452674,03/22/2012,3734,168.12,147.98,627760.08,552557.32,75202.76
Europe,USA,Meat,Online,C,09/02/2019,861478591,09/20/2019,6835,263.39,158.78,1800270.65,1085261.3,715009.35
Asia,UAE,Office Supplies,Offline,L,03/18/2016,618961674,03/31/2016,2007,255.02,195.21,511825.14,391786.47,120038.67
Australia and Oceania,India,Beverages,Online,M,11/27/2012,765610803,12/27/2012,6287,103.74,69.64,652213.38,437826.68,214386.7
Central America and the Caribbean,UAE,Cosmetics,Offline,L,05/09/2022,360487765,05/25/2022,11725,318.05,230.16,3729136.25,2698626,1030510.25
Europe,USA,Cosmetics,Online,H,08/18/2020,334121442,09/02/2020,3759,261.16,190.71,981700.44,716878.89,264821.55
Australia and Oceania,Australia,Beverages,Online,C,07/25/2015,184996588,07/28/2015,6998,384.99,240.84,2694160.02,1685398.32,1008761.7
North America,Japan,Office Supplies,Offline,C,08/02/2013,914243414,08/24/2013,9408,398.22,244.69,3746453.76,2302043.52,1444410.24
Europe,Kenya,Personal Care,Offline,L,05/11/2010,291329660,05/15/2010,10480,556.67,335.18,5833901.6,3512686.4,2321215.2
Middle East and North Africa,Brazil,Beverages,Online,M,12/19/2022,234059143,12/23/2022,905,507.4,336.48,459197,304514.4,154682.6
Central America and the Caribbean,USA,Cosmetics,Offline,L,09/09/2018,933801339,10/02/2018,7292,326.6,199.24,2381567.2,1452858.08,928709.12
North America,Germany,Household,Offline,C,12/11/2020,791747763,12/17/2020,11559,219.57,164.2,2538009.63,1897987.8,640021.83
Central America and the Caribbean,Brazil,Clothes,Offline,H,06/13/2013,686395777,06/21/2013,9499,419.81,377.56,3987775.19,3586442.44,401332.75
Asia,Germany,Meat,Online,C,11/11/2014,195872695,12/05/2014,478,589.73,358.24,281890.94,171238.72,110652.22
Central America and the Caribbean,Germany,Cereal,Online,H,03/15/2015,900869260,04/01/2015,11829,167.9,138.83,1986089.1,1642220.07,343869.03
North America,Japan,Clothes,Online,L,10/25/2015,786438613,11/20/2015,1873,424.67,271.81,795406.91,509100.13,286306.78
Australia and Oceania,Kenya,Personal Care,Online,M,07/31/2022,949263457,08/19/2022,10183,571.19,449.14,5816427.77,4573592.62,1242835.15
Sub-Saharan Africa,UAE,Clothes,Online,M,01/27/2023,702338469,01/31/2023,9390,525.39,367.9,4933412.1,3454581,1478831.1
Europe,India,Cosmetics,Offline,M,03/13/2016,352098356,03/30/2016,4093,243.77,216.93,997750.61,887894.49,109856.12
Asia,France,Snacks,Offline,M,12/08/2021,379032093,12/18/2021,6441,319.52,229.67,2058028.32,1479304.47,578723.85
Europe,France,Household,Offline,C,04/12/2011,983415739,05/07/2011,2438,150.92,128.09,367942.96,312283.42,55659.54
Australia and Oceania,Australia,Baby Food,Online,L,01/03/2014,611899075,01/23/2014,1380,11.08,9.34,15290.4,12889.2,2401.2
